date,state_abb,short_name,state,pop,date_type,doses_distributed,doses_administered,dist_per_100k,admin_per_100k,administered_moderna,administered_pfizer,administered_janssen,administered_unk_manuf,administered_dose2_pop_pct,administered_18plus,admin_per_100k_18plus,distributed_per_100k_18plus,administered_65plus,admin_per_100k_65plus,distributed_per_100k_65plus,administered_dose2_recip,administered_dose2_recip_18plus,administered_dose2_recip_18plus_pop_pct,distributed_unk_manuf,series_complete_moderna,series_complete_pfizer,series_complete_janssen,series_complete_unk_manuf,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_janssen_18plus,series_complete_unk_manuf_18plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_janssen_65plus,series_complete_unk_manuf_65plus,administered_fed_ltc,administered_fed_ltc_dose1,administered_fed_ltc_dose2,series_complete_fed_ltc,skipped,skip_n,mmwr_week,ratio_admin_dist,administered_dose1,administered_dose2,administered_dose_other,administered_dose1_per_100k,administered_dose2_per_100k,administered_dose_other_per_100k,runid,recip_administered,census2019_18plus_pop,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18plus_pop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65plus_pop_pct,series_complete_yes,series_complete_pop_pct,series_complete_18plus,series_complete_18plus_pop_pct,series_complete_65plus,series_complete_65plus_pop_pct,merge,distributed_janssen,distributed_moderna,distributed_pfizer,n,new_dist,new_admin,new_dist_all,new_admin_all,new_dose1,new_dose2,new_fully_vax,new_admin_jj,new_partial_vax,max_date_ind,unknown_dose,category,pop18,series_complete_march8,series_complete_march9,doses_rank,complete_18_rank,complete_65_rank,dose1_18_rank,dose1_65_rank
2021-02-11,MA,MAA,Massachusetts,6892503,NA,1445425,924612,20971,13415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,715308,207392,NA,NA,NA,NA,NA,NA,-Inf,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,38,51700,40667,51700,40667,28215,12424,NA,NA,NA,No,0,state,5539703,NA,NA,34,22,22,22,22
2021-02-12,MA,MAA,Massachusetts,6892503,NA,1499450,962711,21755,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,741746,218795,NA,NA,NA,NA,NA,NA,-Inf,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,39,54025,38099,54025,38099,26438,11403,NA,NA,NA,No,0,state,5539703,NA,NA,34,22,22,22,22
2021-02-13,MA,MAA,Massachusetts,6892503,NA,1502725,1009560,21802,14647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,771430,235910,NA,NA,NA,NA,NA,NA,-Inf,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,40,3275,46849,3275,46849,29684,17115,NA,NA,NA,No,0,state,5539703,NA,NA,33,22,22,22,22
2021-02-14,MA,MAA,Massachusetts,6892503,NA,1502925,1085584,21805,15750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,823429,259760,NA,NA,NA,NA,NA,NA,-Inf,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,41,200,76024,200,76024,51999,23850,NA,NA,NA,No,0,state,5539703,NA,NA,26,22,22,22,22
2021-02-15,MA,MAA,Massachusetts,6892503,NA,1502925,1085584,21805,15750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,823429,259760,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master Only,NA,NA,NA,42,0,0,0,0,0,0,NA,NA,NA,No,0,state,5539703,NA,NA,26,22,22,22,22
2021-02-16,MA,MAA,Massachusetts,6892503,NA,1517375,1146860,22015,16639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,863806,280622,NA,NA,NA,NA,NA,NA,-Inf,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,43,14450,61276,14450,61276,40377,20862,NA,NA,NA,No,0,state,5539703,NA,NA,24,22,22,22,22
2021-02-17,MA,MAA,Massachusetts,6892503,NA,1526150,1170398,22142,16981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,879627,288309,NA,NA,NA,NA,NA,NA,-Inf,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,44,8775,23538,8775,23538,15821,7687,NA,NA,NA,No,0,state,5539703,NA,NA,25,22,22,22,22
2021-02-18,MA,MAA,Massachusetts,6892503,NA,1526150,1214821,22142,17625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,912258,299871,NA,NA,NA,NA,NA,NA,-Inf,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,45,0,44423,0,44423,32631,11562,NA,NA,NA,No,0,state,5539703,NA,NA,22,22,22,22,22
2021-02-19,MA,MAA,Massachusetts,6892503,NA,1580500,1316402,22931,19099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,987512,326108,NA,NA,NA,NA,NA,NA,-Inf,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,46,54350,101581,54350,101581,75254,26237,NA,NA,NA,No,0,state,5539703,NA,NA,24,22,22,22,22
2021-02-20,MA,MAA,Massachusetts,6892503,NA,1737170,1375439,25204,19956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1028490,343624,NA,NA,NA,NA,NA,NA,-Inf,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,47,156670,59037,156670,59037,40978,17516,NA,NA,NA,No,0,state,5539703,NA,NA,19,22,22,22,22
2021-02-21,MA,MAA,Massachusetts,6892503,NA,1737170,1426512,25204,20697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1054948,367709,NA,NA,NA,NA,NA,NA,-Inf,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,48,0,51073,0,51073,26458,24085,NA,NA,NA,No,0,state,5539703,NA,NA,18,22,22,22,22
2021-02-22,MA,MAA,Massachusetts,6892503,NA,1737170,1468992,25204,21313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1080511,384582,NA,NA,NA,NA,NA,NA,-Inf,1070869,15.5,1070219,19.3,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,49,0,42480,0,42480,25563,16873,NA,NA,NA,No,0,state,5539703,NA,NA,18,22,22,11,22
2021-02-23,MA,MAA,Massachusetts,6892503,NA,1747380,1500077,25352,21764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1100775,395361,NA,NA,NA,NA,NA,NA,-Inf,1090809,15.8,1090139,19.7,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,50,10210,31085,10210,31085,20264,10779,NA,NA,19940,No,0,state,5539703,NA,NA,16,22,22,11,22
2021-02-24,MA,MAA,Massachusetts,6892503,NA,1982950,1533534,28770,22249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1119125,410360,NA,NA,NA,NA,NA,NA,-Inf,1108977,16.1,1108292,20,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,51,235570,33457,235570,33457,18350,14999,NA,NA,18168,No,0,state,5539703,NA,NA,17,22,22,11,22
2021-02-25,MA,MAA,Massachusetts,6892503,NA,2025060,1576657,29381,22875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1144241,428265,NA,NA,NA,NA,NA,NA,-Inf,1133903,16.5,1133200,20.5,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,52,42110,43123,42110,43123,25116,17905,NA,NA,24926,No,0,state,5539703,NA,NA,18,22,22,11,22
2021-02-26,MA,MAA,Massachusetts,6892503,NA,2068660,1625459,30013,23583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1172562,448622,NA,NA,NA,NA,NA,NA,-Inf,1162144,16.9,1161394,21,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,53,43600,48802,43600,48802,28321,20357,NA,NA,28241,No,0,state,5539703,NA,NA,17,22,22,11,22
2021-02-27,MA,MAA,Massachusetts,6892503,NA,2091730,1684341,30348,24437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1204776,475214,NA,NA,NA,NA,NA,NA,-Inf,1194345,17.3,1193554,21.5,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,54,23070,58882,23070,58882,32214,26592,NA,NA,32201,No,0,state,5539703,NA,NA,17,22,22,11,22
2021-02-28,MA,MAA,Massachusetts,6892503,NA,2091730,1735916,30348,25186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1230781,500616,NA,NA,NA,NA,NA,NA,-Inf,1220455,17.7,1219632,22,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,55,0,51575,0,51575,26005,25402,NA,NA,26110,No,0,state,5539703,NA,NA,17,22,22,11.5,22
2021-03-01,MA,MAA,Massachusetts,6892503,NA,2091730,1803528,30348,26167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1271120,527811,NA,NA,NA,NA,NA,NA,-Inf,1260542,18.3,1259646,22.7,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,56,0,67612,0,67612,40339,27195,NA,NA,40087,No,0,state,5539703,NA,NA,17,22,22,7.5,22
2021-03-02,MA,MAA,Massachusetts,6892503,NA,2115560,1837816,30694,26664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1289202,543969,NA,NA,NA,NA,NA,NA,-Inf,1278555,18.5,1277636,23.1,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,57,23830,34288,23830,34288,18082,16158,NA,NA,18013,No,0,state,5539703,NA,NA,17,22,22,7,22
2021-03-03,MA,MAA,Massachusetts,6892503,NA,2296020,1884139,33312,27336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1316940,562289,NA,NA,NA,NA,NA,NA,-Inf,1306343,19,1305376,23.6,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,58,180460,46323,180460,46323,27738,18320,NA,NA,27788,No,0,state,5539703,NA,NA,16,22,22,7.5,22
2021-03-04,MA,MAA,Massachusetts,6892503,NA,2381160,1941018,34547,28161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1352002,583872,NA,NA,NA,NA,NA,NA,-Inf,1341520,19.5,1340449,24.2,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,59,85140,56879,85140,56879,35062,21583,NA,NA,35177,No,0,state,5539703,NA,NA,15,22,22,8,22
2021-03-05,MA,MAA,Massachusetts,6892503,NA,2476070,2005708,35924,29100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1389156,611282,NA,NA,NA,NA,NA,NA,-Inf,1379021,20,1377902,24.9,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,60,94910,64690,94910,64690,37154,27410,NA,NA,37501,No,0,state,5539703,NA,NA,14,22,22,8,22
2021-03-06,MA,MAA,Massachusetts,6892503,NA,2497130,2082052,36230,30207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1433762,642921,NA,NA,NA,NA,NA,NA,-Inf,1423801,20.7,1422662,25.7,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,61,21060,76344,21060,76344,44606,31639,NA,NA,44780,No,0,state,5539703,NA,NA,13,22,22,8,22
2021-03-07,MA,MAA,Massachusetts,6892503,NA,2497130,2148356,36230,31169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1473003,669683,NA,NA,NA,NA,NA,NA,-Inf,1463301,21.2,1462133,26.4,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,62,0,66304,0,66304,39241,26762,NA,NA,39500,No,0,state,5539703,NA,NA,13,22,22,8,22
2021-03-08,MA,MAA,Massachusetts,6892503,NA,2497130,2199086,36230,31905,1087984,1098873,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,No,0,NA,NA,1493343,NA,NA,NA,NA,NA,NA,NA,-Inf,1493343,21.7,1492149,26.9,737292,63.1,695094,10.1,694687,12.5,280931,24,Matched,69200,1266900,1161030,63,0,50730,0,50730,20340,NA,NA,NA,30042,No,0,state,5539703,694687,NA,13,29.5,43,8,19
2021-03-09,MA,MAA,Massachusetts,6892503,NA,2657570,2226167,38557,32298,1104504,1107177,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,No,0,NA,NA,1510698,NA,NA,NA,NA,NA,NA,NA,-Inf,1510698,21.9,1509489,27.2,743767,63.6,706965,10.3,706554,12.8,287536,24.6,Matched,78000,1334300,1245270,64,160440,27081,160440,27081,17355,NA,11871,NA,17355,No,0,state,5539703,NA,706554,14,30,42.5,8,18.5
2021-03-10,MA,MAA,Massachusetts,6892503,NA,2724620,2313916,39530,33571,1149285,1137957,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,No,0,NA,NA,1567359,NA,NA,NA,NA,NA,NA,NA,-Inf,1567359,22.7,1566114,28.3,772558,66.1,749328,10.9,748898,13.5,315911,27,Matched,78000,1395500,1251120,65,67050,87749,67050,87749,56661,NA,42363,NA,56661,No,0,state,5539703,NA,NA,10,23,37.5,7,15
2021-03-11,MA,MAA,Massachusetts,6892503,NA,2859820,2376322,41492,34477,1177220,1166253,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1608665,NA,NA,NA,NA,NA,NA,NA,-Inf,1608665,23.3,1607386,29,791792,67.7,776259,11.3,775818,14,NA,27,Matched,78000,1460500,1321320,66,135200,62406,135200,62406,41306,NA,26931,NA,41306,No,0,state,5539703,NA,NA,10,22.5,22,7,13
2021-03-12,MA,MAA,Massachusetts,6892503,NA,2861490,2443419,41516,35450,1207578,1192659,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1650762,NA,NA,NA,NA,NA,NA,NA,-Inf,1650762,24,1647576,29.7,783938,67,811452,11.8,810165,14.6,343649,29.4,Matched,78000,1461000,1322490,67,1670,67097,1670,67097,42097,NA,35193,NA,42097,No,0,state,5539703,NA,NA,11,21.5,36,7,13
2021-03-13,MA,MAA,Massachusetts,6892503,NA,2891100,2561749,41946,37167,1264578,1242008,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1717752,NA,NA,NA,NA,NA,NA,NA,-Inf,1717752,24.9,1714440,30.9,811404,69.4,874031,12.7,872686,15.8,382723,32.7,Matched,78000,1463700,1349400,68,29610,118330,29610,118330,66990,NA,62579,NA,66990,No,0,state,5539703,NA,NA,10,16.5,30,6,12
2021-03-14,MA,MAA,Massachusetts,6892503,NA,2891100,2561749,41946,37167,1264578,1242008,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1718071,NA,NA,NA,NA,NA,NA,NA,-Inf,1718071,24.9,1714759,31,811483,69.4,874199,12.7,872852,15.8,382800,32.7,Matched,78000,1463700,1349400,69,0,0,0,0,319,NA,168,NA,319,No,0,state,5539703,NA,NA,12,18.5,34.5,9,13
2021-03-15,MA,MAA,Massachusetts,6892503,NA,2891100,2620671,41946,38022,1289272,1270790,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1751693,NA,NA,NA,NA,NA,NA,NA,-Inf,1751693,25.4,1748300,31.6,824848,70.5,904685,13.1,903308,16.3,403909,34.5,Matched,78000,1463700,1349400,70,0,58922,0,58922,33622,NA,30486,NA,33622,No,0,state,5539703,NA,NA,12,17.5,30.5,9,13
2021-03-16,MA,MAA,Massachusetts,6892503,NA,3069880,2633498,44539,38208,1297588,1274618,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1759203,NA,NA,NA,NA,NA,NA,NA,-Inf,1759203,25.5,1755788,31.7,827054,70.7,911506,13.2,910121,16.4,408276,34.9,Matched,79400,1531100,1459380,71,178780,12827,178780,12827,7510,NA,6821,NA,7510,No,0,state,5539703,NA,NA,15,19.5,30.5,9,13
2021-03-17,MA,MAA,Massachusetts,6892503,NA,3159090,2710203,45834,39321,1332918,1314041,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1805897,NA,NA,NA,NA,NA,NA,NA,-Inf,1805897,26.2,1802292,32.5,842162,72,942557,13.7,941114,17,426965,36.5,Matched,87600,1608600,1462890,72,89210,76705,89210,76705,46694,NA,31051,NA,46694,No,0,state,5539703,NA,NA,8,16,30,7,12
2021-03-18,MA,MAA,Massachusetts,6892503,NA,3270160,2773542,47445,40240,1364382,1343210,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1845302,NA,NA,NA,NA,NA,NA,NA,-Inf,1845302,26.8,1841530,33.2,853842,73,969041,14.1,967562,17.5,443087,37.9,Matched,89900,1634300,1545960,73,111070,63339,111070,63339,39405,NA,26484,NA,39405,No,0,state,5539703,NA,NA,9,16,29,8,11
2021-03-19,MA,MAA,Massachusetts,6892503,NA,3314010,2837941,48081,41174,1400535,1369295,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1886403,NA,NA,NA,NA,NA,NA,NA,-Inf,1886403,27.4,1882433,34,864995,74,994623,14.4,993060,17.9,458732,39.2,Matched,89900,1637200,1586910,74,43850,64399,43850,64399,41101,NA,25582,NA,41101,No,0,state,5539703,NA,NA,9,16,28,8.5,12
2021-03-20,MA,MAA,Massachusetts,6892503,NA,3321910,2909219,48196,42208,1432358,1407364,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1932142,NA,NA,NA,NA,NA,NA,NA,-Inf,1932142,28,1927922,34.8,876367,74.9,1021600,14.8,1019975,18.4,475912,40.7,Matched,97800,1637200,1586910,75,7900,71278,7900,71278,45739,NA,26977,NA,45739,No,0,state,5539703,NA,NA,9,17,27,8,10
2021-03-21,MA,MAA,Massachusetts,6892503,NA,3321910,2972826,48196,43131,1462535,1439416,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1973933,NA,NA,NA,NA,NA,NA,NA,-Inf,1973933,28.6,1969475,35.6,886380,75.8,1044985,15.2,1043258,18.8,489632,41.9,Matched,97800,1637200,1586910,76,0,63607,0,63607,41791,NA,23385,NA,41791,No,0,state,5539703,NA,NA,9,16,27,7,9
2021-03-22,MA,MAA,Massachusetts,6892503,NA,3321910,3032996,48196,44004,1491073,1468691,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,2008501,NA,NA,NA,NA,NA,NA,NA,-Inf,2008501,29.1,2003850,36.2,893816,76.4,1069066,15.5,1067236,19.3,503247,43,Matched,97800,1637200,1586910,77,0,60170,0,60170,34568,NA,24081,NA,34568,No,0,state,5539703,NA,NA,9,17,27,8,9
2021-03-23,MA,MAA,Massachusetts,6892503,NA,3490490,3066115,50642,44485,1507558,1484816,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,2026414,NA,NA,NA,NA,NA,NA,NA,-Inf,2026414,29.4,2021611,36.5,897456,76.7,1084737,15.7,1082836,19.5,512312,43.8,Matched,99100,1706200,1685190,78,168580,33119,168580,33119,17913,NA,15671,NA,17913,No,0,state,5539703,NA,NA,10,18,26.5,8,9
2021-03-24,MA,MAA,Massachusetts,6892503,NA,3557950,3131419,51621,45432,1535964,1519878,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,2067842,NA,NA,NA,NA,NA,NA,NA,-Inf,2067842,30,2062795,37.2,907880,77.6,1110288,16.1,1108311,20,527758,45.1,Matched,99500,1752200,1706250,79,67460,65304,67460,65304,41428,NA,25551,NA,41428,No,0,state,5539703,NA,NA,9,17,25,7,9
2021-03-25,MA,MAA,Massachusetts,6892503,NA,3773250,3196050,54744,46370,1563224,1555358,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,2107488,NA,NA,NA,NA,NA,NA,NA,-Inf,2107488,30.6,2102133,37.9,NA,78.4,1137413,16.5,1135262,20.5,543475,46.5,Matched,101800,1848200,1823250,80,215300,64631,215300,64631,39646,NA,27125,NA,39646,No,0,state,5539703,NA,NA,8,17,24,7,8.5
2021-03-26,MA,MAA,Massachusetts,6892503,NA,3846570,3270796,55808,47454,1594115,1597409,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,2154775,NA,NA,NA,NA,NA,NA,NA,-Inf,2154775,31.3,2148996,38.8,926362,79.2,1166923,16.9,1164688,21,560288,47.9,Matched,102200,1867300,1877070,81,73320,74746,73320,74746,47287,NA,29510,NA,47287,No,0,state,5539703,NA,NA,9,17,24,8,8
2021-03-27,MA,MAA,Massachusetts,6892503,NA,3848770,3345239,55840,48534,1628652,1635833,80694,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,2200864,NA,NA,NA,NA,NA,NA,NA,-Inf,2200864,31.9,2194738,39.6,935101,80,1196939,17.4,1194660,21.6,577998,49.4,NA,102200,1869500,1877070,82,2200,74443,2200,74443,46089,NA,30016,NA,46089,No,0,state,5539703,NA,NA,7,16.5,24,8,8
2021-03-28,MA,MAA,Massachusetts,6892503,NA,3848770,3424253,55840,49681,1665606,1675884,82702,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,2251089,NA,NA,NA,NA,NA,NA,NA,-Inf,2251089,32.7,2244490,40.5,944002,80.7,1227553,17.8,1225221,22.1,594871,50.9,NA,102200,1869500,1877070,83,0,79014,0,79014,50225,NA,30614,2008,50225,No,0,state,5539703,NA,NA,7,16.5,22,6.5,8
